Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	Assembly Accession Genbank	FTP path genbank	Assembly Accession RefSeq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	Partition	Protein Count	PathoPhenotype
Bacteroides ovatus	BJH_167	ENA	28116.0	B. ovatus	GCA_021411815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/411/815/GCA_021411815.1_ASM2141181v1	GCF_021411815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/411/815/GCF_021411815.1_ASM2141181v1	28116	Bacteroides ovatus	strain=BJH_167	latest	Contig	2022/01/10	3	5655	Pathogenic
Bacteroides thetaiotaomicron	BJH_162	ENA	818.0	B. thetaiotaomicron	GCA_021411845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/411/845/GCA_021411845.1_ASM2141184v1	GCF_021411845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/411/845/GCF_021411845.1_ASM2141184v1	818	Bacteroides thetaiotaomicron	strain=BJH_162	latest	Contig	2022/01/10	1	6114	Pathogenic
Bacteroides thetaiotaomicron	BJH_160	ENA	818.0	B. thetaiotaomicron	GCA_021411885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/411/885/GCA_021411885.1_ASM2141188v1	GCF_021411885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/411/885/GCF_021411885.1_ASM2141188v1	818	Bacteroides thetaiotaomicron	strain=BJH_160	latest	Contig	2022/01/10	1	5950	Pathogenic
Clostridium celatum	WC0700	ENA	36834.0	C. celatum	GCA_021412605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/412/605/GCA_021412605.1_ASM2141260v1	GCF_021412605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/412/605/GCF_021412605.1_ASM2141260v1	36834	Clostridium celatum	strain=WC0700	latest	Scaffold	2022/01/10	3	3341	Pathogenic
Clostridioides difficile	WC0705	NCBI	1490.0	C. difficile	GCA_021412665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/412/665/GCA_021412665.1_ASM2141266v1	GCF_021412665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/412/665/GCF_021412665.1_ASM2141266v1	1490	Paraclostridium bifermentans	strain=WC0705	latest	Scaffold	2022/01/10	2	3518	Pathogenic
Bacteroides xylanisolvens	BJH_119	ENA	371601.0	B. xylanisolvens	GCA_021412865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/412/865/GCA_021412865.1_ASM2141286v1	GCF_021412865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/412/865/GCF_021412865.1_ASM2141286v1	371601	Bacteroides xylanisolvens	strain=BJH_119	latest	Contig	2022/01/10	3	5661	Pathogenic
Bacteroides caccae	BJH_110	ENA	47678.0	B. caccae	GCA_021412985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/412/985/GCA_021412985.1_ASM2141298v1	GCF_021412985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/412/985/GCF_021412985.1_ASM2141298v1	47678	Bacteroides caccae	strain=BJH_110	latest	Contig	2022/01/10	3	4848	Pathogenic
Klebsiella pneumoniae	16B186	ENA, NCBI	573.0	K. pneumoniae	GCA_021414405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/414/405/GCA_021414405.1_ASM2141440v1	GCF_021414405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/414/405/GCF_021414405.1_ASM2141440v1	573	Klebsiella pneumoniae	strain=16B186	latest	Scaffold	2022/01/10	2	5271	Pathogenic
Klebsiella pneumoniae	18E317	ENA, NCBI	573.0	K. pneumoniae	GCA_021414445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/414/445/GCA_021414445.1_ASM2141444v1	GCF_021414445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/414/445/GCF_021414445.1_ASM2141444v1	573	Klebsiella pneumoniae	strain=18E317	latest	Scaffold	2022/01/10	2	5183	Pathogenic
Klebsiella pneumoniae	16F163	ENA, NCBI	573.0	K. pneumoniae	GCA_021414525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/414/525/GCA_021414525.1_ASM2141452v1	GCF_021414525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/414/525/GCF_021414525.1_ASM2141452v1	573	Klebsiella pneumoniae	strain=16F163	latest	Scaffold	2022/01/10	2	5334	Pathogenic
Klebsiella pneumoniae	18B169	ENA, NCBI	573.0	K. pneumoniae	GCA_021414545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/414/545/GCA_021414545.1_ASM2141454v1	GCF_021414545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/414/545/GCF_021414545.1_ASM2141454v1	573	Klebsiella pneumoniae	strain=18B169	latest	Scaffold	2022/01/10	2	5303	Pathogenic
Klebsiella pneumoniae	16B124	ENA, NCBI	573.0	K. pneumoniae	GCA_021416065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/065/GCA_021416065.1_ASM2141606v1	GCF_021416065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/065/GCF_021416065.1_ASM2141606v1	573	Klebsiella pneumoniae	strain=16B124	latest	Scaffold	2022/01/10	2	5323	Pathogenic
Klebsiella pneumoniae	16B25	ENA, NCBI	573.0	K. pneumoniae	GCA_021416085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/085/GCA_021416085.1_ASM2141608v1	GCF_021416085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/085/GCF_021416085.1_ASM2141608v1	573	Klebsiella pneumoniae	strain=16B25	latest	Scaffold	2022/01/10	2	5204	Pathogenic
Klebsiella aerogenes//Klebsiella pneumoniae	16G67	ENA, NCBI	548.0	Klebsiella aerogenes//Klebsiella pneumoniae	GCA_021416145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/145/GCA_021416145.1_ASM2141614v1	GCF_021416145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/145/GCF_021416145.1_ASM2141614v1	548	Klebsiella aerogenes	strain=16G67	latest	Scaffold	2022/01/10	2	5022	Pathogenic
Klebsiella aerogenes//Klebsiella pneumoniae	17G35	ENA, NCBI	548.0	Klebsiella aerogenes//Klebsiella pneumoniae	GCA_021416165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/165/GCA_021416165.1_ASM2141616v1	GCF_021416165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/165/GCF_021416165.1_ASM2141616v1	548	Klebsiella aerogenes	strain=17G35	latest	Scaffold	2022/01/10	2	4943	Pathogenic
Klebsiella quasipneumoniae//Klebsiella pneumoniae	18F347	ENA, NCBI	1463165.0	Klebsiella quasipneumoniae//Klebsiella pneumoniae	GCA_021416245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/245/GCA_021416245.1_ASM2141624v1	GCF_021416245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/245/GCF_021416245.1_ASM2141624v1	1463165	Klebsiella quasipneumoniae	strain=18F347	latest	Scaffold	2022/01/10	2	4919	Pathogenic
Escherichia coli	18F700	ENA, NCBI	562.0	E. coli	GCA_021416385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/385/GCA_021416385.1_ASM2141638v1	GCF_021416385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/385/GCF_021416385.1_ASM2141638v1	562	Escherichia coli	strain=18F700	latest	Scaffold	2022/01/10	5	5248	Pathogenic
Escherichia coli	18A138	ENA, NCBI	562.0	E. coli	GCA_021416445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/445/GCA_021416445.1_ASM2141644v1	GCF_021416445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/445/GCF_021416445.1_ASM2141644v1	562	Escherichia coli	strain=18A138	latest	Scaffold	2022/01/10	5	5022	Pathogenic
Enterobacter roggenkampii	18G34	ENA, NCBI	1812935.0	E. roggenkampii	GCA_021416745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/745/GCA_021416745.1_ASM2141674v1	GCF_021416745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/745/GCF_021416745.1_ASM2141674v1	1812935	Enterobacter roggenkampii	strain=18G34	latest	Scaffold	2022/01/10	4	4675	Pathogenic
Enterobacter quasiroggenkampii	17B113	ENA	2497436.0	E. quasiroggenkampii	GCA_021416855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/855/GCA_021416855.1_ASM2141685v1	GCF_021416855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/855/GCF_021416855.1_ASM2141685v1	2497436	Enterobacter quasiroggenkampii	strain=17B113	latest	Scaffold	2022/01/10	4	4426	Pathogenic
Enterobacter roggenkampii	16R21	ENA, NCBI	1812935.0	E. roggenkampii	GCA_021416905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/905/GCA_021416905.1_ASM2141690v1	GCF_021416905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/905/GCF_021416905.1_ASM2141690v1	1812935	Enterobacter roggenkampii	strain=16R21	latest	Scaffold	2022/01/10	4	4512	Pathogenic
Enterobacter hormaechei	18F660	ENA, NCBI	158836.0	E. hormaechei	GCA_021416955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/416/955/GCA_021416955.1_ASM2141695v1	GCF_021416955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/416/955/GCF_021416955.1_ASM2141695v1	158836	Enterobacter hormaechei	strain=18F660	latest	Scaffold	2022/01/10	4	4450	Pathogenic
Escherichia coli	17A35	ENA, NCBI	562.0	E. coli	GCA_021417025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/417/025/GCA_021417025.1_ASM2141702v1	GCF_021417025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/417/025/GCF_021417025.1_ASM2141702v1	562	Escherichia coli	strain=17A35	latest	Scaffold	2022/01/10	5	5019	Pathogenic
Citrobacter portucalensis	16F57	ENA	1639133.0	C. portucalensis	GCA_021417185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/417/185/GCA_021417185.1_ASM2141718v1	GCF_021417185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/417/185/GCF_021417185.1_ASM2141718v1	1639133	Citrobacter portucalensis	strain=16F57	latest	Scaffold	2022/01/10	3	4676	Pathogenic
Citrobacter portucalensis	16G70	ENA	1639133.0	C. portucalensis	GCA_021417205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/417/205/GCA_021417205.1_ASM2141720v1	GCF_021417205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/417/205/GCF_021417205.1_ASM2141720v1	1639133	Citrobacter portucalensis	strain=16G70	latest	Scaffold	2022/01/10	3	5120	Pathogenic
Citrobacter freundii	17G14	ENA, NCBI	546.0	C. freundii	GCA_021417245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/417/245/GCA_021417245.1_ASM2141724v1	GCF_021417245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/417/245/GCF_021417245.1_ASM2141724v1	546	Citrobacter freundii	strain=17G14	latest	Scaffold	2022/01/10	3	5287	Pathogenic
Klebsiella pneumoniae	YZH2429	ENA, NCBI	573.0	K. pneumoniae	GCA_021432125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/432/125/GCA_021432125.1_ASM2143212v1	GCF_021432125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/432/125/GCF_021432125.1_ASM2143212v1	573	Klebsiella pneumoniae	strain=YZH2429	latest	Complete Genome	2022/01/11	2	5328	Pathogenic
Neisseria meningitidis	N764_01	ENA, NCBI, Patric (diseases)	487.0	N. meningitidis	GCA_021432545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/432/545/GCA_021432545.1_ASM2143254v1	GCF_021432545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/432/545/GCF_021432545.1_ASM2143254v1	487	Neisseria meningitidis	strain=N764_01	latest	Contig	2022/01/11	1	2096	Pathogenic
Pseudomonas aeruginosa	PA_141	ENA, NCBI, Patric (diseases)	287.0	P. aeruginosa	GCA_021441525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/525/GCA_021441525.1_ASM2144152v1	GCF_021441525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/525/GCF_021441525.1_ASM2144152v1	287	Pseudomonas aeruginosa	strain=PA_141	latest	Scaffold	2022/01/11	4	5911	Pathogenic
Pseudomonas aeruginosa	PA_152	ENA, NCBI, Patric (diseases)	287.0	P. aeruginosa	GCA_021441545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/545/GCA_021441545.1_ASM2144154v1	GCF_021441545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/545/GCF_021441545.1_ASM2144154v1	287	Pseudomonas aeruginosa	strain=PA_152	latest	Scaffold	2022/01/11	4	5904	Pathogenic
Pseudomonas aeruginosa	PA_107	ENA, NCBI, Patric (diseases)	287.0	P. aeruginosa	GCA_021441565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/565/GCA_021441565.1_ASM2144156v1	GCF_021441565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/565/GCF_021441565.1_ASM2144156v1	287	Pseudomonas aeruginosa	strain=PA_107	latest	Scaffold	2022/01/11	4	5756	Pathogenic
Pseudomonas aeruginosa	PA_64	ENA, NCBI, Patric (diseases)	287.0	P. aeruginosa	GCA_021441585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/585/GCA_021441585.1_ASM2144158v1	GCF_021441585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/585/GCF_021441585.1_ASM2144158v1	287	Pseudomonas aeruginosa	strain=PA_64	latest	Scaffold	2022/01/11	4	5938	Pathogenic
Pseudomonas aeruginosa	PA_65	ENA, NCBI, Patric (diseases)	287.0	P. aeruginosa	GCA_021441605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/605/GCA_021441605.1_ASM2144160v1	GCF_021441605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/605/GCF_021441605.1_ASM2144160v1	287	Pseudomonas aeruginosa	strain=PA_65	latest	Scaffold	2022/01/11	4	5952	Pathogenic
Klebsiella michiganensis//Klebsiella oxytoca	MIN-086	ENA, NCBI	1134687.0	Klebsiella michiganensis//Klebsiella oxytoca	GCA_021460075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/075/GCA_021460075.1_ASM2146007v1	GCF_021460075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/075/GCF_021460075.1_ASM2146007v1	1134687	Klebsiella michiganensis	strain=MIN-086	latest	Chromosome	2022/01/13	2	5557	Pathogenic
Klebsiella pneumoniae	MIN-109	ENA, NCBI	573.0	K. pneumoniae	GCA_021460155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/155/GCA_021460155.1_ASM2146015v1	GCF_021460155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/155/GCF_021460155.1_ASM2146015v1	573	Klebsiella pneumoniae	strain=MIN-109	latest	Complete Genome	2022/01/13	2	4689	Pathogenic
Metamycoplasma hominis	MIN-132	ENA	2098.0	M. hominis	GCA_021460215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/215/GCA_021460215.1_ASM2146021v1	GCF_021460215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/215/GCF_021460215.1_ASM2146021v1	2098	Metamycoplasma hominis	strain=MIN-132	latest	Complete Genome	2022/01/13	4	1172	Pathogenic
Acinetobacter baumannii	MIN-010	ENA, NCBI	470.0	A. baumannii	GCA_021460405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/405/GCA_021460405.1_ASM2146040v1	GCF_021460405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/405/GCF_021460405.1_ASM2146040v1	470	Acinetobacter baumannii	strain=MIN-010	latest	Contig	2022/01/13	1	4016	Pathogenic
Serratia marcescens	MIN-164	NCBI	615.0	S. marcescens	GCA_021460545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/545/GCA_021460545.1_ASM2146054v1	GCF_021460545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/545/GCF_021460545.1_ASM2146054v1	615	Serratia marcescens	strain=MIN-164	latest	Contig	2022/01/13	1	4694	Pathogenic
Acinetobacter baumannii	MIN-005	ENA, NCBI	470.0	A. baumannii	GCA_021460555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/555/GCA_021460555.1_ASM2146055v1	GCF_021460555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/555/GCF_021460555.1_ASM2146055v1	470	Acinetobacter baumannii	strain=MIN-005	latest	Contig	2022/01/13	1	3953	Pathogenic
Acinetobacter baumannii	MIN-001	NCBI	106654.0	A. baumannii	GCA_021460605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/605/GCA_021460605.1_ASM2146060v1	GCF_021460605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/605/GCF_021460605.1_ASM2146060v1	106654	Acinetobacter nosocomialis	strain=MIN-001	latest	Contig	2022/01/13	4	3901	Pathogenic
Pseudomonas aeruginosa	MIN-137	ENA, NCBI	287.0	P. aeruginosa	GCA_021460625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/625/GCA_021460625.1_ASM2146062v1	GCF_021460625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/625/GCF_021460625.1_ASM2146062v1	287	Pseudomonas aeruginosa	strain=MIN-137	latest	Contig	2022/01/13	4	6149	Pathogenic
Enterobacter hormaechei	MIN-030	ENA, NCBI	158836.0	E. hormaechei	GCA_021460665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/665/GCA_021460665.1_ASM2146066v1	GCF_021460665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/665/GCF_021460665.1_ASM2146066v1	158836	Enterobacter hormaechei	strain=MIN-030	latest	Contig	2022/01/13	4	4778	Pathogenic
Escherichia coli	MIN-049	ENA, NCBI	562.0	E. coli	GCA_021460725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/725/GCA_021460725.1_ASM2146072v1	GCF_021460725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/725/GCF_021460725.1_ASM2146072v1	562	Escherichia coli	strain=MIN-049	latest	Contig	2022/01/13	5	4631	Pathogenic
Klebsiella oxytoca//Raoultella ornithinolytica	MIN-088	ENA, NCBI	54291.0	Klebsiella oxytoca//Raoultella ornithinolytica	GCA_021460745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/745/GCA_021460745.1_ASM2146074v1	GCF_021460745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/745/GCF_021460745.1_ASM2146074v1	54291	Raoultella ornithinolytica	strain=MIN-088	latest	Contig	2022/01/13	3	5234	Pathogenic
Streptococcus sinensis	MIN-085	ENA	176090.0	S. sinensis	GCA_021460765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/765/GCA_021460765.1_ASM2146076v1	GCF_021460765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/765/GCF_021460765.1_ASM2146076v1	176090	Streptococcus sinensis	strain=MIN-085	latest	Contig	2022/01/13	5	2069	Pathogenic
Pseudomonas putida	MIN-156	NCBI	303.0	P. putida	GCA_021460775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/775/GCA_021460775.1_ASM2146077v1	GCF_021460775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/775/GCF_021460775.1_ASM2146077v1	303	Pseudomonas putida	strain=MIN-156	latest	Contig	2022/01/13	4	5530	Pathogenic
Morganella morganii	MIN-131	ENA, NCBI	582.0	M. morganii	GCA_021460795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/795/GCA_021460795.1_ASM2146079v1	GCF_021460795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/795/GCF_021460795.1_ASM2146079v1	582	Morganella morganii	strain=MIN-131	latest	Contig	2022/01/13	3	3647	Pathogenic
Acinetobacter baumannii	MIN-012	ENA, NCBI	470.0	A. baumannii	GCA_021460825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/825/GCA_021460825.1_ASM2146082v1	GCF_021460825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/825/GCF_021460825.1_ASM2146082v1	470	Acinetobacter baumannii	strain=MIN-012	latest	Contig	2022/01/13	1	3802	Pathogenic
Enterobacter asburiae	MIN-029	ENA, NCBI	61645.0	E. asburiae	GCA_021460865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/865/GCA_021460865.1_ASM2146086v1	GCF_021460865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/865/GCF_021460865.1_ASM2146086v1	61645	Enterobacter asburiae	strain=MIN-029	latest	Contig	2022/01/13	4	4841	Pathogenic
Acinetobacter baumannii	MIN-007	NCBI	48296.0	A. baumannii	GCA_021460885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/885/GCA_021460885.1_ASM2146088v1	GCF_021460885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/885/GCF_021460885.1_ASM2146088v1	48296	Acinetobacter pittii	strain=MIN-007	latest	Contig	2022/01/13	4	4206	Pathogenic
Escherichia coli	MIN-040	ENA, NCBI	562.0	E. coli	GCA_021460905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/905/GCA_021460905.1_ASM2146090v1	GCF_021460905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/905/GCF_021460905.1_ASM2146090v1	562	Escherichia coli	strain=MIN-040	latest	Contig	2022/01/13	5	4580	Pathogenic
Escherichia coli	MIN-038	ENA, NCBI	562.0	E. coli	GCA_021460935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/460/935/GCA_021460935.1_ASM2146093v1	GCF_021460935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/460/935/GCF_021460935.1_ASM2146093v1	562	Escherichia coli	strain=MIN-038	latest	Contig	2022/01/13	5	4674	Pathogenic
Streptococcus pyogenes	MIN-191	ENA, NCBI	1314.0	S. pyogenes	GCA_021461125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/125/GCA_021461125.1_ASM2146112v1	GCF_021461125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/125/GCF_021461125.1_ASM2146112v1	1314	Streptococcus pyogenes	strain=MIN-191	latest	Contig	2022/01/13	4	1699	Pathogenic
Burkholderia cepacia	MIN-021	NCBI	95486.0	B. cepacia	GCA_021461165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/165/GCA_021461165.1_ASM2146116v1	GCF_021461165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/165/GCF_021461165.1_ASM2146116v1	95486	Burkholderia cenocepacia	strain=MIN-021	latest	Contig	2022/01/13	2	6755	Pathogenic
Metamycoplasma hominis	MIN-135	ENA	2098.0	M. hominis	GCA_021461185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/185/GCA_021461185.1_ASM2146118v1	GCF_021461185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/185/GCF_021461185.1_ASM2146118v1	2098	Metamycoplasma hominis	strain=MIN-135	latest	Contig	2022/01/13	4	1147	Pathogenic
Escherichia coli	pouch_m268	ENA, NCBI, Patric (diseases)	562.0	E. coli	GCA_021483295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/483/295/GCA_021483295.1_ASM2148329v1	GCF_021483295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/483/295/GCF_021483295.1_ASM2148329v1	562	Escherichia coli	strain=pouch_m268	latest	Contig	2022/01/15	5	4526	Pathogenic
Escherichia coli	cd_rmc_1	ENA, NCBI	562.0	E. coli	GCA_021483385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/483/385/GCA_021483385.1_ASM2148338v1	GCF_021483385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/483/385/GCF_021483385.1_ASM2148338v1	562	Escherichia coli	strain=cd_rmc_1	latest	Contig	2022/01/15	5	4661	Pathogenic
Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	E38	ENA, NCBI, Patric (diseases)	32022.0	Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	GCA_021483505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/483/505/GCA_021483505.1_ASM2148350v1	GCF_021483505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/483/505/GCF_021483505.1_ASM2148350v1	32022	Campylobacter jejuni subsp. jejuni	strain=E38	latest	Contig	2022/01/15	4	1799	Pathogenic
Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	E00	ENA, NCBI, Patric (diseases)	32022.0	Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	GCA_021483565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/483/565/GCA_021483565.1_ASM2148356v1	GCF_021483565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/483/565/GCF_021483565.1_ASM2148356v1	32022	Campylobacter jejuni subsp. jejuni	strain=E00	latest	Contig	2022/01/15	4	1971	Pathogenic
Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	B30	ENA, NCBI, Patric (diseases)	32022.0	Campylobacter jejuni subsp. jejuni//Campylobacter jejuni//Campylobacter jejuni	GCA_021483575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/483/575/GCA_021483575.1_ASM2148357v1	GCF_021483575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/483/575/GCF_021483575.1_ASM2148357v1	32022	Campylobacter jejuni subsp. jejuni	strain=B30	latest	Contig	2022/01/15	4	1801	Pathogenic
