Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	assembly_accession_genbank	FTP path genbank	assembly_accession_refseq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	PathoPhenotype
Escherichia coli	Past_Har_1	NCBI	562	E. coli	GCA_040813535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/813/535/GCA_040813535.1_ASM4081353v1	GCF_040813535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/813/535/GCF_040813535.1_ASM4081353v1	562	Escherichia coli	strain=Past_Har_1	latest	Contig	2024-07-22	Pathogenic
Escherichia coli	MACRS1	NCBI	562	E. coli	GCA_043659755.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/659/755/GCA_043659755.1_ASM4365975v1	GCF_043659755.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/659/755/GCF_043659755.1_ASM4365975v1	562	Escherichia coli	strain=MACRS1	latest	Scaffold	2024-10-23	Pathogenic
Acinetobacter johnsonii	AJO101	Patric (diseases)	40214	A. johnsonii	GCA_037028465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/028/465/GCA_037028465.1_ASM3702846v1	GCF_037028465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/028/465/GCF_037028465.1_ASM3702846v1	40214	Acinetobacter johnsonii	strain=AJO101	latest	Contig	2024-03-05	Pathogenic
Providencia alcalifaciens	dmpm698	NCBI	584	P. alcalifaciens	GCA_040276675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/276/675/GCA_040276675.1_ASM4027667v1	GCF_040276675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/276/675/GCF_040276675.1_ASM4027667v1	584	Proteus mirabilis	strain=dmpm698	latest	Contig	2024-06-24	Pathogenic
Citrobacter freundii	dmcf454b	NCBI	546	C. freundii	GCA_040326675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/326/675/GCA_040326675.1_ASM4032667v1	GCF_040326675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/326/675/GCF_040326675.1_ASM4032667v1	546	Citrobacter freundii	strain=dmcf454b	latest	Contig	2024-06-25	Pathogenic
Haemophilus influenzae	P608-8895	NCBI	727	H. influenzae	GCA_003415305.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/415/305/GCA_003415305.2_ASM341530v2	GCF_003415305.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/415/305/GCF_003415305.2_ASM341530v2	727	Haemophilus influenzae	strain=P608-8895	latest	Contig	2024-07-25	Pathogenic
Klebsiella pneumoniae	MMSV10	NCBI	573	K. pneumoniae	GCA_041107535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/107/535/GCA_041107535.1_ASM4110753v1	GCF_041107535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/107/535/GCF_041107535.1_ASM4110753v1	573	Klebsiella pneumoniae	strain=MMSV10	latest	Scaffold	2024-08-08	Pathogenic
Staphylococcus aureus	7-009	NCBI	1280	S. aureus	GCA_041356535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/356/535/GCA_041356535.1_ASM4135653v1	GCF_041356535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/356/535/GCF_041356535.1_ASM4135653v1	1280	Staphylococcus aureus	strain=7-009	latest	Contig	2024-08-19	Pathogenic
Providencia alcalifaciens	FFMG-1554-08-21-B	NCBI	584	P. alcalifaciens	GCA_964210295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/210/295/GCA_964210295.1_FFMG_1554-08-21-B.1	GCF_964210295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/210/295/GCF_964210295.1_FFMG_1554-08-21-B.1	584	Proteus mirabilis	strain=FFMG-1554-08-21-B	latest	Contig	2024-07-30	Pathogenic
Enterococcus hirae	C281A	NCBI	1354	E. hirae	GCA_043845205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/845/205/GCA_043845205.1_ASM4384520v1	GCF_043845205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/845/205/GCF_043845205.1_ASM4384520v1	1354	Enterococcus hirae	strain=C281A	latest	Scaffold	2024-10-25	Pathogenic
Escherichia coli	EC4056_2014	NCBI	562	E. coli	GCA_040742575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/742/575/GCA_040742575.1_ASM4074257v1	GCF_040742575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/742/575/GCF_040742575.1_ASM4074257v1	562	Escherichia coli	strain=EC4056_2014	latest	Contig	2024-07-16	Pathogenic
Acinetobacter baumannii	18-61	NCBI	106654	A. baumannii	GCA_043836565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/836/565/GCA_043836565.1_ASM4383656v1	GCF_043836565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/836/565/GCF_043836565.1_ASM4383656v1	106654	Acinetobacter nosocomialis	strain=18-61	latest	Scaffold	2024-10-25	Pathogenic
Klebsiella pneumoniae	S2023221	NCBI	1463165	K. pneumoniae	GCA_038375065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/375/065/GCA_038375065.1_ASM3837506v1	GCF_038375065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/375/065/GCF_038375065.1_ASM3837506v1	1463165	Klebsiella quasipneumoniae	strain=S2023221	latest	Contig	2024-04-17	Pathogenic
Streptococcus pneumoniae	jh23073	NCBI	1313	S. pneumoniae	GCA_040948165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/948/165/GCA_040948165.1_ASM4094816v1	GCF_040948165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/948/165/GCF_040948165.1_ASM4094816v1	1313	Streptococcus pneumoniae	strain=jh23073	latest	Contig	2024-07-29	Pathogenic
Streptococcus pneumoniae	OREP35B	NCBI	1313	S. pneumoniae	GCA_038448815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/448/815/GCA_038448815.1_ASM3844881v1	GCF_038448815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/448/815/GCF_038448815.1_ASM3844881v1	1313	Streptococcus pneumoniae	strain=OREP35B	latest	Contig	2024-04-24	Pathogenic
Enterobacter ludwigii	17461	NCBI	299767	E. ludwigii	GCA_036235075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/235/075/GCA_036235075.1_ASM3623507v1	GCF_036235075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/235/075/GCF_036235075.1_ASM3623507v1	299767	Enterobacter ludwigii	strain=17461	latest	Scaffold	2024-01-28	Pathogenic
Escherichia coli	158274-3	NCBI	562	E. coli	GCA_040436685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/436/685/GCA_040436685.1_ASM4043668v1	GCF_040436685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/436/685/GCF_040436685.1_ASM4043668v1	562	Escherichia coli	strain=158274-3	latest	Complete Genome	2024-07-02	Pathogenic
Enterobacter hormaechei	dmeb_c589	NCBI	158836	E. hormaechei	GCA_040276205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/276/205/GCA_040276205.1_ASM4027620v1	GCF_040276205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/276/205/GCF_040276205.1_ASM4027620v1	158836	Enterobacter hormaechei	strain=dmeb_c589	latest	Contig	2024-06-24	Pathogenic
Enterobacter kobei	ELB039	NCBI	208224	E. kobei	GCA_036710925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/710/925/GCA_036710925.1_ASM3671092v1	GCF_036710925.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/710/925/GCF_036710925.1_ASM3671092v1	208224	Enterobacter kobei	strain=ELB039	latest	Contig	2024-02-20	Pathogenic
Streptococcus pneumoniae	STREP11A	NCBI	1313	S. pneumoniae	GCA_038994555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/994/555/GCA_038994555.1_ASM3899455v1	GCF_038994555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/994/555/GCF_038994555.1_ASM3899455v1	1313	Streptococcus pneumoniae	strain=STREP11A	latest	Contig	2024-05-01	Pathogenic
Escherichia coli	EC-409497	NCBI	562	E. coli	GCA_040794625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/794/625/GCA_040794625.1_ASM4079462v1	GCF_040794625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/794/625/GCF_040794625.1_ASM4079462v1	562	Escherichia coli	strain=EC-409497	latest	Scaffold	2024-07-21	Pathogenic
Enterobacter asburiae	2201508	NCBI	61645	E. asburiae	GCA_036955885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/955/885/GCA_036955885.1_ASM3695588v1	GCF_036955885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/955/885/GCF_036955885.1_ASM3695588v1	61645	Enterobacter asburiae	strain=2201508	latest	Scaffold	2024-03-01	Pathogenic
Pasteurella multocida	Past34	NCBI	747	P. multocida	GCA_035520895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/520/895/GCA_035520895.1_ASM3552089v1	GCF_035520895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/520/895/GCF_035520895.1_ASM3552089v1	747	Pasteurella multocida	strain=Past34	latest	Contig	2024-01-10	Pathogenic
Aeromonas veronii	NC25	NCBI	654	A. veronii	GCA_035780895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/780/895/GCA_035780895.1_ASM3578089v1	GCF_035780895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/780/895/GCF_035780895.1_ASM3578089v1	654	Aeromonas veronii	strain=NC25	latest	Contig	2024-01-17	Pathogenic
Enterobacter roggenkampii	2202987	NCBI	1812935	E. roggenkampii	GCA_036954285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/954/285/GCA_036954285.1_ASM3695428v1	GCF_036954285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/954/285/GCF_036954285.1_ASM3695428v1	1812935	Enterobacter roggenkampii	strain=2202987	latest	Scaffold	2024-03-01	Pathogenic
Enterococcus faecalis	21ZC30052	NCBI	1351	E. faecalis	GCA_040532345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/532/345/GCA_040532345.1_ASM4053234v1	GCF_040532345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/532/345/GCF_040532345.1_ASM4053234v1	1351	Enterococcus faecalis	strain=21ZC30052	latest	Scaffold	2024-07-06	Pathogenic
Enterobacter cloacae	UMB9595	NCBI	550	E. cloacae	GCA_044004295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/004/295/GCA_044004295.1_ASM4400429v1	GCF_044004295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/004/295/GCF_044004295.1_ASM4400429v1	550	Enterobacter cloacae	strain=UMB9595	latest	Scaffold	2024-10-28	Pathogenic
Acinetobacter baumannii	MGL_Ab-5	NCBI, Patric (diseases)	470	A. baumannii	GCA_036528435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/528/435/GCA_036528435.1_ASM3652843v1	GCF_036528435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/528/435/GCF_036528435.1_ASM3652843v1	470	Acinetobacter baumannii	strain=MGL_Ab-5	latest	Contig	2024-02-09	Pathogenic
Neisseria meningitidis	DFS-1910310016	NCBI	487	N. meningitidis	GCA_041902465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/902/465/GCA_041902465.1_ASM4190246v1	GCF_041902465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/902/465/GCF_041902465.1_ASM4190246v1	487	Neisseria meningitidis	strain=DFS-1910310016	latest	Complete Genome	2024-09-13	Pathogenic
Klebsiella pneumoniae	HKU64	NCBI	1463164	K. pneumoniae	GCA_036992405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/992/405/GCA_036992405.1_ASM3699240v1	GCF_036992405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/992/405/GCF_036992405.1_ASM3699240v1	1463164	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=HKU64	latest	Scaffold	2024-03-04	Pathogenic
Enterobacter roggenkampii	17310	NCBI	1812935	E. roggenkampii	GCA_036235185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/235/185/GCA_036235185.1_ASM3623518v1	GCF_036235185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/235/185/GCF_036235185.1_ASM3623518v1	1812935	Enterobacter roggenkampii	strain=17310	latest	Scaffold	2024-01-28	Pathogenic
Escherichia coli	CPO046	NCBI	562	E. coli	GCA_030187255.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/187/255/GCA_030187255.2_NA	GCF_030187255.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/187/255/GCF_030187255.2_NA	562	Escherichia coli	strain=CPO046	latest	Contig	2024-01-24	Pathogenic
Streptococcus pneumoniae	hz16007	NCBI	1313	S. pneumoniae	GCA_040948095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/948/095/GCA_040948095.1_ASM4094809v1	GCF_040948095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/948/095/GCF_040948095.1_ASM4094809v1	1313	Streptococcus pneumoniae	strain=hz16007	latest	Contig	2024-07-29	Pathogenic
Escherichia coli	PSJ-29	NCBI	562	E. coli	GCA_036499905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/499/905/GCA_036499905.1_ASM3649990v1	GCF_036499905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/499/905/GCF_036499905.1_ASM3649990v1	562	Escherichia coli	strain=PSJ-29	latest	Complete Genome	2023-11-03	Pathogenic
Acinetobacter baumannii	AB7276	NCBI	470	A. baumannii	GCA_037939845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/939/845/GCA_037939845.1_ASM3793984v1	GCF_037939845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/939/845/GCF_037939845.1_ASM3793984v1	470	Acinetobacter baumannii	strain=AB7276	latest	Complete Genome	2024-04-05	Pathogenic
Enterobacter hormaechei	17738	NCBI	158836	E. hormaechei	GCA_036234715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/234/715/GCA_036234715.1_ASM3623471v1	GCF_036234715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/234/715/GCF_036234715.1_ASM3623471v1	158836	Enterobacter hormaechei	strain=17738	latest	Scaffold	2024-01-28	Pathogenic
Escherichia coli	EC12	NCBI	562	E. coli	GCA_036881615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/881/615/GCA_036881615.1_ASM3688161v1	GCF_036881615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/881/615/GCF_036881615.1_ASM3688161v1	562	Escherichia coli	strain=EC12	latest	Contig	2024-02-26	Pathogenic
Clostridioides difficile	MS14	NCBI, Patric (diseases)	1496	C. difficile	GCA_036697895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/697/895/GCA_036697895.1_ASM3669789v1	GCF_036697895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/697/895/GCF_036697895.1_ASM3669789v1	1496	Clostridioides difficile	strain=MS14	latest	Contig	2024-02-19	Pathogenic
Stenotrophomonas maltophilia	CCV123	Patric (diseases)	40324	S. maltophilia	GCA_034492185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/492/185/GCA_034492185.1_ASM3449218v1	GCF_034492185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/492/185/GCF_034492185.1_ASM3449218v1	40324	Stenotrophomonas maltophilia	strain=CCV123	latest	Scaffold	2023-12-19	Pathogenic
Pseudomonas aeruginosa	AI_1461	NCBI	287	P. aeruginosa	GCA_040187495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/187/495/GCA_040187495.1_ASM4018749v1	GCF_040187495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/187/495/GCF_040187495.1_ASM4018749v1	287	Pseudomonas aeruginosa	strain=AI_1461	latest	Contig	2024-06-14	Pathogenic
Pseudomonas aeruginosa	6717011	NCBI	287	P. aeruginosa	GCA_043658035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/658/035/GCA_043658035.1_ASM4365803v1	GCF_043658035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/658/035/GCF_043658035.1_ASM4365803v1	287	Pseudomonas aeruginosa	strain=6717011	latest	Scaffold	2024-10-23	Pathogenic
Klebsiella pneumoniae	CN-686-F	NCBI	573	K. pneumoniae	GCA_043862845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/862/845/GCA_043862845.1_ASM4386284v1	GCF_043862845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/862/845/GCF_043862845.1_ASM4386284v1	573	Klebsiella pneumoniae	strain=CN-686-F	latest	Scaffold	2024-10-25	Pathogenic
Klebsiella pneumoniae	NK_H8_045	NCBI	2590157	K. pneumoniae	GCA_041869545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/869/545/GCA_041869545.1_ASM4186954v1	GCF_041869545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/869/545/GCF_041869545.1_ASM4186954v1	2590157	Klebsiella variicola subsp. variicola	strain=NK_H8_045	latest	Complete Genome	2024-09-10	Pathogenic
Escherichia coli	NRZ14408	NCBI	562	E. coli	GCA_041248615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/248/615/GCA_041248615.1_ASM4124861v1	GCF_041248615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/248/615/GCF_041248615.1_ASM4124861v1	562	Escherichia coli	strain=NRZ14408	latest	Complete Genome	2024-08-14	Pathogenic
Escherichia coli	KE55	Patric (diseases)	562	E. coli	GCA_034641715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/641/715/GCA_034641715.1_ASM3464171v1	GCF_034641715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/641/715/GCF_034641715.1_ASM3464171v1	562	Escherichia coli	strain=KE55	latest	Complete Genome	2023-12-26	Pathogenic
Serratia marcescens	068	NCBI	615	S. marcescens	GCA_038445035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/445/035/GCA_038445035.1_ASM3844503v1	GCF_038445035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/445/035/GCF_038445035.1_ASM3844503v1	615	Serratia marcescens	strain=068	latest	Contig	2024-04-24	Pathogenic
Escherichia coli	20-226	NCBI, Patric (diseases)	562	E. coli	GCA_037005405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/005/405/GCA_037005405.1_ASM3700540v1	GCF_037005405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/005/405/GCF_037005405.1_ASM3700540v1	562	Escherichia coli	strain=20-226	latest	Contig	2024-03-04	Pathogenic
Serratia marcescens	SM4015	NCBI	615	S. marcescens	GCA_036763325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/763/325/GCA_036763325.1_ASM3676332v1	GCF_036763325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/763/325/GCF_036763325.1_ASM3676332v1	615	Serratia marcescens	strain=SM4015	latest	Contig	2024-02-21	Pathogenic
Enterococcus faecium	CriePir337	NCBI	1352	E. faecium	GCA_041723485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/723/485/GCA_041723485.1_ASM4172348v1	GCF_041723485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/723/485/GCF_041723485.1_ASM4172348v1	1352	Enterococcus faecium	strain=CriePir337	latest	Scaffold	2024-09-02	Pathogenic
Pseudomonas aeruginosa	SH3A	NCBI, Patric (diseases)	287	P. aeruginosa	GCA_037039355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/355/GCA_037039355.1_ASM3703935v1	GCF_037039355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/039/355/GCF_037039355.1_ASM3703935v1	287	Pseudomonas aeruginosa	strain=SH3A	latest	Chromosome	2024-04-05	Pathogenic
Klebsiella pneumoniae	CN-696-D	NCBI	573	K. pneumoniae	GCA_043858045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/858/045/GCA_043858045.1_ASM4385804v1	GCF_043858045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/858/045/GCF_043858045.1_ASM4385804v1	573	Klebsiella pneumoniae	strain=CN-696-D	latest	Scaffold	2024-10-25	Pathogenic
Klebsiella pneumoniae	HKU5	NCBI	1463164	K. pneumoniae	GCA_036992725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/992/725/GCA_036992725.1_ASM3699272v1	GCF_036992725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/992/725/GCF_036992725.1_ASM3699272v1	1463164	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=HKU5	latest	Scaffold	2024-03-04	Pathogenic
Enterococcus faecium	P2-39	NCBI	1352	E. faecium	GCA_041198595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/198/595/GCA_041198595.1_ASM4119859v1	GCF_041198595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/198/595/GCF_041198595.1_ASM4119859v1	1352	Enterococcus faecium	strain=P2-39	latest	Scaffold	2024-08-09	Pathogenic
Serratia marcescens	uvzsr-PT_24_00025-D03-BT_24_00002270	NCBI	615	S. marcescens	GCA_964274025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/025/GCA_964274025.1_24-2270	GCF_964274025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/274/025/GCF_964274025.1_24-2270	615	Serratia marcescens	strain=uvzsr-PT_24_00025-D03-BT_24_00002270	latest	Contig	2024-10-06	Pathogenic
Klebsiella pneumoniae	15549	NCBI	244366	K. pneumoniae	GCA_041402285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/402/285/GCA_041402285.1_ASM4140228v1	GCF_041402285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/402/285/GCF_041402285.1_ASM4140228v1	244366	Klebsiella variicola	strain=15549	latest	Contig	2024-08-21	Pathogenic
Acinetobacter baumannii	UAB_Ab_045	NCBI	470	A. baumannii	GCA_040445745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/445/745/GCA_040445745.1_ASM4044574v1	GCF_040445745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/445/745/GCF_040445745.1_ASM4044574v1	470	Acinetobacter baumannii	strain=UAB_Ab_045	latest	Contig	2024-07-01	Pathogenic
Enterobacter roggenkampii	17_PSU	NCBI	1812935	E. roggenkampii	GCA_036731845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/731/845/GCA_036731845.1_ASM3673184v1	GCF_036731845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/731/845/GCF_036731845.1_ASM3673184v1	1812935	Enterobacter roggenkampii	strain=17_PSU	latest	Scaffold	2024-02-21	Pathogenic
Escherichia coli	MHK09554	NCBI	622	E. coli	GCA_040930085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/930/085/GCA_040930085.1_ASM4093008v1	GCF_040930085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/930/085/GCF_040930085.1_ASM4093008v1	622	Shigella dysenteriae	strain=MHK09554	latest	Contig	2024-07-27	Pathogenic
Escherichia coli	Past_Mal_8	NCBI	562	E. coli	GCA_040813265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/813/265/GCA_040813265.1_ASM4081326v1	GCF_040813265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/813/265/GCF_040813265.1_ASM4081326v1	562	Escherichia coli	strain=Past_Mal_8	latest	Contig	2024-07-22	Pathogenic
Acinetobacter baumannii	XH1041	NCBI	470	A. baumannii	GCA_043046095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/046/095/GCA_043046095.1_ASM4304609v1	GCF_043046095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/046/095/GCF_043046095.1_ASM4304609v1	470	Acinetobacter baumannii	strain=XH1041	latest	Complete Genome	2024-10-15	Pathogenic
Streptococcus pyogenes	C200603038	NCBI	1314	S. pyogenes	GCA_041878155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/878/155/GCA_041878155.1_ASM4187815v1	GCF_041878155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/878/155/GCF_041878155.1_ASM4187815v1	1314	Streptococcus pyogenes	strain=C200603038	latest	Scaffold	2024-09-09	Pathogenic
Campylobacter jejuni		NCBI	195	C. jejuni	GCA_964274585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/585/GCA_964274585.1_23-20145	GCF_964274585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/274/585/GCF_964274585.1_23-20145	195	Campylobacter coli	na	latest	Contig	2024-10-06	Pathogenic
Aeromonas caviae	FUJ01303	Patric (diseases)	648	A. caviae	GCA_035206245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/206/245/GCA_035206245.1_ASM3520624v1	GCF_035206245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/206/245/GCF_035206245.1_ASM3520624v1	648	Aeromonas caviae	strain=FUJ01303	latest	Contig	2024-01-08	Pathogenic
Enterococcus faecium	423p	NCBI	1352	E. faecium	GCA_042135885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/135/885/GCA_042135885.1_ASM4213588v1	GCF_042135885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/135/885/GCF_042135885.1_ASM4213588v1	1352	Enterococcus faecium	strain=423p	latest	Contig	2024-09-21	Pathogenic
Vibrio cholerae	non-O1/non-O139	NCBI	666	V. cholerae	GCA_037154435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/154/435/GCA_037154435.1_ASM3715443v1	GCF_037154435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/154/435/GCF_037154435.1_ASM3715443v1	666	Vibrio cholerae	strain=non-O1/non-O139	latest	Scaffold	2024-03-14	Pathogenic
Escherichia coli		NCBI	562	E. coli	GCA_964019835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/835/GCA_964019835.1_JPI206_S6	GCF_964019835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/019/835/GCF_964019835.1_JPI206_S6	562	Escherichia coli	na	latest	Contig	2024-03-30	Pathogenic
